"ID";"NominationYear";"Name";"Author";"PubYear";"AgeLimit";"PublishingHouse";"LitPrizeName";"Nomination";"global_id";
"159";"2019";"Ëèöåé 2019. Òðåòèé âûïóñê";"Êîëëåêòèâ àâòîðîâ";"2019";"18+";"ÀÑÒ";"Ëèòåðàòóðíàÿ ïðåìèÿ «Ëèöåé» èìåíè Àëåêñàíäðà Ïóøêèíà äëÿ ìîëîäûõ ïèñàòåëåé è ïîýòîâ";"Ñáîðíèê ïðîèçâåäåíèé-ëàóðåàòîâ (ïðîèçâåäåíèé-ïîáåäèòåëåé ïðåìèè)";"1035306226";
"160";"2019";"Íüþ-éîðêñêèé îáõîä";"Ñòåñèí Àëåêñàíäð";"2019";"12+";"ÍËÎ";"ÍÎÑ (Íîâàÿ ñëîâåñíîñòü)";"Ëàóðåàò";"1035306227";
"161";"2019";"Ñîáèðàòåëü ðàÿ";"×èæîâ Åâãåíèé";"2019";"16+";"ÀÑÒ";"ÍÎÑ (Íîâàÿ ñëîâåñíîñòü)";"Íîìèíàíò";"1035306228";
"162";"2019";"Ìèðîíû÷, äûðíèê è æåìîæàõà. Ðàññêàçû î Ðîäèíå";"Cèíèöêàÿ Ñîôüÿ";"2019";"16+";"Ëèìáóñ Ïðåññ";"ÍÎÑ (Íîâàÿ ñëîâåñíîñòü)";"Íîìèíàíò";"1035306229";
"163";"2019";"Òàéíà íàøåãî âðåìåíè";"Ïåïïåðøòåéí Ïàâåë";"2018";"18+";"Ìóçåé ñîâðåìåííîãî èñêóññòâà «Ãàðàæ»";"ÍÎÑ (Íîâàÿ ñëîâåñòíîñòü)";"Íîìèíàíò";"1035306230";
"164";"2019";"Ïîäíåáåñíûé ýêñïðåññ";"Êîáðèí Êèðèëë Ðàôàèëîâè÷";"2019";"18+";"ÍËÎ";"ÍÎÑ (Íîâàÿ ñëîâåñòíîñòü)";"Íîìèíàíò";"1035306240";
"165";"2019";"Âîññòàíèå";"Êîíîíîâ Íèêîëàé Â";"2019";"16+";"Íîâîå èçäàòåëüñòâî";"ÍÎÑ (Íîâàÿ ñëîâåñòíîñòü)";"Íîìèíàíò";"1035306249";
"166";"2019";"Ïóòåâîäèòåëü ïî N";"Ñêèäàí Àëåêñàíäð";"2018";"16+";"Íîñîðîã";"ÍÎÑ (Íîâàÿ ñëîâåñòíîñòü)";"Íîìèíàíò";"1035306250";
"167";"2019";"Âòîðæåíèå. Êðàòêàÿ èñòîðèÿ ðóññêèõ õàêåðîâ";"Òóðîâñêèé Äàíèèë";"2019";"18+";"Individuum";"ÍÎÑ (Íîâàÿ ñëîâåñòíîñòü)";"Íîìèíàíò";"1035306252";
"168";"2019";"Æèçíü Àëåêñåÿ: Äèàëîãè";"ßðèí Àëåêñàíäð";"2018";"16+";"Èçäàòåëüñòâî Èâàíà Ëèìáàõà";"ÍÎÑ (Íîâàÿ ñëîâåñòíîñòü)";"Íîìèíàíò";"1035306254";
"169";"2020";"Íàñêâîçü";"Ãðîìîâà Íàòàëèÿ";"2020";"0+";"ArsisBooks";"Áîëüøàÿ êíèãà";"Íîìèíàíò";"1124001765";
"170";"2020";"Êàê óñòðîåí ãîðîä";"Ðåâçèí Ãðèãîðèé";"2019";"0+";"Strelka Press";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Ãóìàíèòàðíûå íàóêè»";"1124001843";
"171";"2020";"ßçûê òåëà. Ïîçû è æåñòû â èñêóññòâå";"Ìîððèñ Äåñìîíä";"2019";"0+";"Àä Ìàðãèíåì Ïðåññ";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Ãóìàíèòàðíûå íàóêè»";"1124001879";
"172";"2020";"Êîíöåðòìåéñòåð";"Çàìøåâ Ìàêñèì";"2020";"16+";"Àçáóêà";"Êíèãà ãîäà";"Íîìèíàöèÿ «Ïðîçà ãîäà» Ïîáåäèòåëü";"1124001945";
"173";"2020";"Àëüòðóèñòû";"Ðèäêåð Ýíäðþ";"2019";"18+";"Àçáóêà";"ßñíàÿ ïîëÿíà";"Íîìèíàöèÿ «Èíîñòðàííàÿ ëèòåðàòóðà» Ëîíã-ëèñò";"1124002057";
"174";"2020";"Æèçíè, êîòîðûå ìû íå ïðîæèëè";"Ðîé Àíóðàäõà";"2019";"16+";"Àçáóêà";"ßñíàÿ ïîëÿíà";"Íîìèíàöèÿ «Èíîñòðàííàÿ ëèòåðàòóðà» Ëîíã-ëèñò";"1124002191";
"175";"2020";"Ïîòðÿñàþùèå ïðèêëþ÷åíèÿ Êàâàëåðà è Êëåÿ";"Øåéáîí Ìàéêë";"2019";"18+";"Àçáóêà";"ßñíàÿ ïîëÿíà";"Íîìèíàöèÿ «Èíîñòðàííàÿ ëèòåðàòóðà» Ëîíã-ëèñò";"1124002346";
"176";"2020";"Óòîïèÿ äëÿ ðåàëèñòîâ: Êàê ïîñòðîèòü èäåàëüíûé ìèð";"Áðåãìàí Ðóòãåð";"2020";"12+";"Àëüïèíà";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Ãóìàíèòàðíûå íàóêè»";"1124002393";
"177";"2020";"Õëîïîê îäíîé ëàäîíüþ. Êàê íåæèâàÿ ïðèðîäà ïîðîäèëà ÷åëîâå÷åñêèé ðàçóì.";"Êóêóøêèí Íèêîëàé";"2020";"16+";"Àëüïèíà";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Åñòåñòâåííûå è òî÷íûå íàóêè»";"1124002443";
"178";"2020";"Êðèòè÷åñêîå ìûøëåíèå. Æåëåçíàÿ ëîãèêà íà âñå ñëó÷àè æèçíè";"Íåïðÿõèí Íèêèòà";"2020";"12+";"Àëüïèíà";"Ïðîñâåòèòåëü";"Teen Talks Íîìèíàíò";"1124002503";
"179";"2020";"Áèîëîãèÿ äîáðà è çëà: Êàê íàóêà îáúÿñíÿåò íàøè ïîñòóïêè";"Ñàïîëüñêè Ðîáåðò";"2019";"16+";"Àëüïèíà";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Åñòåñòâåííûå è òî÷íûå íàóêè»";"1124003033";
"180";"2020";"Ñòðàííàÿ îáåçüÿíà. Êóäà äåëàñü øåðñòü è ïî÷åìó ëþäè ðàçíîãî öâåòà";"Ñîêîëîâ Àëåêñàíäð";"2020";"12+";"Àëüïèíà";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Åñòåñòâåííûå è òî÷íûå íàóêè»";"1124003100";
"181";"2020";"Ñðåäíåâåêîâàÿ Åâðîïà : Îò ïàäåíèÿ Ðèìà äî Ðåôîðìàöèè";"Óèêõåì Êðèñ";"2019";"12+";"Àëüïèíà";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Ãóìàíèòàðíûå íàóêè»";"1124003234";
"182";"2020";"×åðò¸æ Íüþòîíà";"Èëè÷åâñêèé Àëåêñàíäð";"2019";"16+";"ÀÑÒ";"Áîëüøàÿ êíèãà";"Íîìèíàíò";"1124003433";
"183";"2020";"×åðíîå ìîðå. Êîëûáåëü öèâèëèçàöèè è âàðâàðñòâà";"Àøåðñîí Íèë";"2017";"0+";"ÀÑÒ";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Ãóìàíèòàðíûå íàóêè»";"1124003540";
"184";"2020";"Îëåã Êóâàåâ: ïîâåñòü î íåðåãëàìåíòèðîâàííîì ÷åëîâåêå";"Àâ÷åíêî Âàñèëèé Êîðîâàøêî Àëåêñåé";"2019";"16+";"ÀÑÒ";"Áîëüøàÿ êíèãà";"Íîìèíàíò";"1124003655";
"185";"2020";"Çåìëÿ";"Åëèçàðîâ Ìèõàèë";"2019";"18+";"ÀÑÒ";"Íàöèîíàëüíûé áåñòñåëëåð";"Ëàóðåàò";"1124003718";
"186";"2020";"×óðîâ è ×óðáàíîâ";"Áóêøà Êñåíèÿ";"2020";"18+";"ÀÑÒ";"Áîëüøàÿ êíèãà";"Íîìèíàíò";"1124003758";
"187";"2020";"Äîáûòü Òàðêîâñêîãî. Íåèíòåëëèãåíòíûå ðàññêàçû";"Ñåëóêîâ Ïàâåë";"2019";"18+";"ÀÑÒ";"Áîëüøàÿ êíèãà";"Íîìèíàíò";"1124003808";
"188";"2020";"Ôàêòîëîãè÷íîñòü";"Ðîñëèíã Õàíñ";"2020";"12+";"ÀÑÒ";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Åñòåñòâåííûå è òî÷íûå íàóêè»";"1124003857";
"189";"2020";"Êàê íàçûâàþòñÿ æåíùèíû";"Ôóôàåâà Èðèíà";"2020";"12+";"ÀÑÒ";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Ãóìàíèòàðíûå íàóêè»";"1124003912";
"190";"2020";"Áûâøàÿ Ëåíèíà";"Èäèàòóëëèí Øàìèëü";"2019";"16+";"ÀÑÒ";"Áîëüøàÿ êíèãà";"Ëàóðåàò";"1124004020";
"191";"2020";"Ëèöåé 2020";"Êîëëåêòèâ àâòîðîâ";"2020";"18+";"ÀÑÒ";"Ëèöåé";"Ñáîðíèê ïðîèçâåäåíèé ëàóðåàòîâ";"1124004123";
"192";"2020";"ßêóòñêèé õîëîä";"Óãàðîâ Ã Àíäðîñîâà Í Ñåìåíîâà Ó";"2019";"12+";"Áè÷èê";"Êíèãà ãîäà";"Íîìèíàöèÿ «Non-fiction» Ïîáåäèòåëü";"1124004197";
"193";"2020";"Îòñ÷åò âðåìåíè îáðàòíûé";"Ïàâëîâ Îëåã";"2020";"18+";"Âðåìÿ";"ßñíàÿ ïîëÿíà";"Íîìèíàöèÿ «Ñîáûòèå» Ëàóðåàò";"1124004213";
"194";"2020";"Ðàññêàçû ïðî Ðîññèþ 1861-1922: êíèæêà äëÿ ÷òåíèÿ";"×óäàêîâà Ìàðèýòòà";"2020";"12+";"Âðåìÿ";"Ïðîñâåòèòåëü";"Teen Talks íîìèíàíò";"1124004221";
"195";"2020";"Èðîíè÷åñêàÿ èìïåðèÿ. Ðèñê, øàíñ è äîãìû Ñèñòåìû ÐÔ";"Ïàâëîâñêèé Ãëåá";"2019";"0+";"Åâðîïà";"Ïðåìèÿ Àëåêñàíäðà Ïÿòèãîðñêîãî";"Ëàóðåàò";"1124004232";
"196";"2020";"Öèâèëèçàöèÿ, èëè Âîéíà ìèðîâ (ñåðèÿ «Àçáóêà ïîíÿòèé»)";"Âåëèæåâ Ìèõàèë";"2019";"0+";"ÅÓÑïÁ";"Ïðîñâåòèòåëü";"Ñïåö. ïðåìèÿ çà ñåðèþ";"1124004254";
"197";"2020";"Äåíüãè, èëè Çîëîòàÿ àíòèëîïà (ñåðèÿ «Àçáóêà ïîíÿòèé»)";"Âûìÿòíèíà Þëèÿ";"2019";"0+";"ÅÓÑïÁ";"Ïðîñâåòèòåëü";"Ñïåö. ïðåìèÿ çà ñåðèþ";"1124004263";
"198";"2020";"Àâòîêðàòèÿ, èëè Îäèíî÷åñòâî âëàñòè (ñåðèÿ «Àçáóêà ïîíÿòèé»)";"Ãîëîñîâ Ãðèãîðèé";"2019";"0+";"ÅÓÑïÁ";"Ïðîñâåòèòåëü";"Ñïåö. ïðåìèÿ çà ñåðèþ";"1124004268";
"199";"2020";"Ïàòðèîòèçì, èëè Äûì îòå÷åñòâà (ñåðèÿ «Àçáóêà ïîíÿòèé»)";"Êðîì Ìèõàèë";"2020";"0+";"ÅÓÑïÁ";"Ïðîñâåòèòåëü";"Ñïåö. ïðåìèÿ çà ñåðèþ";"1124004280";
"200";"2020";"Âîéíà, èëè Â ïëåíó íàñèëèÿ (ñåðèÿ «Àçáóêà ïîíÿòèé»)";"Êóìàíüêîâ Àðñåíèé";"2019";"0+";"ÅÓÑïÁ";"Ïðîñâåòèòåëü";"Ñïåö. ïðåìèÿ çà ñåðèþ";"1124004286";
"201";"2020";"Èñòîðèÿ, èëè Ïðîøëîå â íàñòîÿùåì (ñåðèÿ «Àçáóêà ïîíÿòèé»)";"Êóðèëëà Èâàí";"2020";"0+";"ÅÓÑïÁ";"Ïðîñâåòèòåëü";"Ñïåö. ïðåìèÿ çà ñåðèþ";"1124004307";
"202";"2020";"Íàöèÿ, èëè Ìîãóùåñòâî ìèôà (ñåðèÿ «Àçáóêà ïîíÿòèé»)";"Ìèëëåð Àëåêñåé";"2020";"0+";"ÅÓÑïÁ";"Ïðîñâåòèòåëü";"Ñïåö. ïðåìèÿ çà ñåðèþ";"1124004312";
"203";"2020";"Ðåñïóáëèêà, èëè Äåëî ïóáëèêè (ñåðèÿ «Àçáóêà ïîíÿòèé»)";"Õàðõîðäèí Îëåã";"2020";"0+";"ÅÓÑïÁ";"Ïðîñâåòèòåëü";"Ñïåö. ïðåìèÿ çà ñåðèþ";"1124004319";
"204";"2020";"Îáùåñòâåííîå ìíåíèå, èëè Âëàñòü öèôð (ñåðèÿ «Àçáóêà ïîíÿòèé»)";"Þäèí Ãðèãîðèé";"2020";"0+";"ÅÓÑïÁ";"Ïðîñâåòèòåëü";"Ñïåö. ïðåìèÿ çà ñåðèþ";"1124004325";
"205";"2020";"Ãåíåðàë è åãî ñåìüÿ";"Êèáèðîâ Òèìóð";"2020";"18+";"Èíäèâèäóóì";"Áîëüøàÿ êíèãà";"Øîðò-ëèñò";"1124004331";
"206";"2020";"Âîñïîìèíàíèÿ (ñåðèÿ «Ìàòåðèàëû ê áèîãðàôèè»)";"Êîíàøåâè÷ Âëàäèìèð";"2019";"12+";"Êðàñíûé ïàðîõîä";"Êíèãà ãîäà";"Íîìèíàöèÿ «ART-êíèãà» Ïîáåäèòåëü";"1124004340";
"207";"2020";"Ýòþäû îá èñêóññòâå (ñåðèÿ «Ìàòåðèàëû ê áèîãðàôèè»)";"Ìàâðèíà Òàòüÿíà";"2019";"18+";"Êðàñíûé ïàðîõîä";"Êíèãà ãîäà";"Íîìèíàöèÿ «ART-êíèãà» Ïîáåäèòåëü";"1124004409";
"208";"2020";"Ïåðâûé èç ãðóïïû «13» (ñåðèÿ «Ìàòåðèàëû ê áèîãðàôèè»)";"Ìèëàøåâñêèé Âëàäèìèð";"2019";"18+";"Êðàñíûé ïàðîõîä";"Êíèãà ãîäà";"Íîìèíàöèÿ «ART-êíèãà» Ïîáåäèòåëü";"1124004530";
"209";"2020";"Ñèÿíèå «æåìîæàõà»";"Ñèíèöêàÿ Ñîôèÿ";"2020";"16+";"Ëèìáóñ";"Áîëüøàÿ êíèãà";"Øîðò-ëèñò";"1124004537";
"210";"2020";"Ïî÷òè ÷åëîâåê. Êàê îòêðûòèå Homo naledi èçìåíèëî íàøó èñòîðèþ";"Áåðãåð Ëè Õîêñ Äæîí";"2020";"16+";"Ìàíí, Èâàíîâ è Ôåðáåð";"Ïðîñâåòèòåëü";"Øîðò-ëèñò";"1124004565";
"211";"2020";"Åñåíèí";"Ïðèëåïèí Çàõàð";"2020";"18+";"Ìîëîäàÿ ãâàðäèÿ";"Êíèãà ãîäà";"Íîìèíàöèÿ «Humanitas» Ïîáåäèòåëü";"1124004572";
"212";"2020";"Èñêóññòâåííûé èíòåëëåêò è ìîçã ÷åëîâåêà";"Ãóáàéëîâñêèé Âëàäèìèð";"2019";"0+";"Íàóêà";"Ïðîñâåòèòåëü";"Øîðò-ëèñò";"1124004579";
"213";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò. 1. XI - XII âåêà";"Àíòîëîãèÿ";"2016";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004595";
"214";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò. 2. XI - XII âåêà";"Àíòîëîãèÿ";"2016";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004602";
"215";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò. 3. XI - XII âåêà";"Àíòîëîãèÿ";"2016";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004617";
"216";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò. 4. XII âåê";"Àíòîëîãèÿ";"2016";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004629";
"217";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò. 5. XIII âåê";"Àíòîëîãèÿ";"2016";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004715";
"218";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò. 6. XIV - ñåð. XV âåêà";"Àíòîëîãèÿ";"2016";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004787";
"219";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.10. XVI âåê";"Àíòîëîãèÿ";"2004";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004795";
"220";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.11. XVI âåê";"Àíòîëîãèÿ";"2016";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004801";
"221";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.12. XVI âåê";"Àíòîëîãèÿ";"2003";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004805";
"222";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.13. XVI âåê";"Àíòîëîãèÿ";"2006";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004811";
"223";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.14. Êîíåö XVI-íà÷. XVII âåêà";"Àíòîëîãèÿ";"2016";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004823";
"224";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.15. XVII âåê";"Àíòîëîãèÿ";"2006";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004828";
"225";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.16. XVII âåê";"Àíòîëîãèÿ";"2016";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004834";
"226";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.17. XVII âåê";"Àíòîëîãèÿ";"2013";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004839";
"227";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.18. XVII âåê";"Àíòîëîãèÿ";"2014";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004846";
"228";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.19. XVII âåê";"Àíòîëîãèÿ";"2015";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004852";
"229";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.20. XI - XII âåêà";"Àíòîëîãèÿ";"2016";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004859";
"230";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.7. Âòîðàÿ ïîë. XV âåêà";"Àíòîëîãèÿ";"2005";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004864";
"231";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.8. XIV - ïåðâàÿ ïîë. XVI âåêà";"Àíòîëîãèÿ";"2003";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004868";
"232";"2020";"Áèáëèîòåêà ëèòåðàòóðû Äðåâíåé Ðóñè. Ò.9. XV - ïåðâàÿ ïîë. XVI âåêà";"Àíòîëîãèÿ";"2006";"0+";"Íàóêà";"Êíèãà ãîäà";"Ãðàí-ïðè";"1124004874";
"233";"2020";"Êîñìîñ. Èëëþñòðèðîâàííàÿ èñòîðèÿ àñòðîíîìèè è êîñìîëîãèè";"Íîðò Äæîí";"2020";"0+";"Íîâîå ëèòåðàòóðíîå îáîçðåíèå";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Åñòåñòâåííûå è òî÷íûå íàóêè»";"1124004880";
"234";"2020";"Âðåìÿ áàíêåòîâ: Ïîëèòèêà è ñèìâîëèêà îäíîãî ïîêîëåíèÿ (1818–1848)";"Ðîáåð Âåíñàí";"2019";"0+";"Íîâîå ëèòåðàòóðíîå îáîçðåíèå";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Ãóìàíèòàðíûå íàóêè»";"1124004887";
"235";"2020";"Îòòåïåëü: Ñîáûòèÿ. Ìàðò 1953 – àâãóñò 1968 ãîäà";"×óïðèíèí Ñåðãåé";"2020";"0+";"Íîâîå ëèòåðàòóðíîå îáîçðåíèå";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Ãóìàíèòàðíûå íàóêè»";"1124004894";
"236";"2020";"Áàíê 4.0: Íîâàÿ ôèíàíñîâàÿ ðåàëüíîñòü";"Áðåòò Êèíã";"2020";"12+";"Îëèìï-áèçíåñ";"Äåëîâàÿ êíèãà ãîäà â Ðîññèè";"Ëàóðåàò «Ëó÷øàÿ êíèãà çàðóáåæíîãî àâòîðà»";"1124004899";
"237";"2020";"Ìàëåíüêàÿ êíèãà î ÷åðíûõ äûðàõ";"Ãàáñåð Ñòèâåí Ïðåòîðèóñ Ôðàíñ";"2019";"16+";"Ïèòåð";"Ïðîñâåòèòåëü";"Íîìèíàöèÿ «Åñòåñòâåííûå è òî÷íûå íàóêè»";"1124004906";
